customer_id,tenure_years,age,region,channel,annual_premium,contacts_last_year,repeat_purchase,lapsed
C001531,7.0,54,west,direct,11478.88,2,0,0
C001532,3.94,53,east,bank,2033.85,1,0,0
C001533,13.85,60,north,agent,6395.06,3,1,0
C001534,4.96,52,north,broker,4429.23,1,0,0
C001535,13.66,50,east,agent,4558.5,2,0,0
C001536,1.53,66,south,direct,2738.47,1,0,0
C001537,7.34,33,north,direct,3066.47,2,0,1
C001538,2.43,37,west,direct,6189.23,1,1,0
C001539,2.79,50,west,bank,744.33,0,0,1
C001540,12.83,56,east,broker,3053.2,0,0,0
C001541,1.96,43,south,agent,4839.35,2,0,0
C001542,0.52,20,west,agent,5431.97,2,0,0
C001543,11.85,42,west,agent,2512.27,5,0,0
C001544,8.05,52,north,direct,2496.34,1,0,0
C001545,8.46,49,south,direct,1967.41,6,0,0
C001546,6.3,60,south,agent,4791.22,2,0,0
C001547,6.62,44,west,agent,2838.24,6,0,0
C001548,10.11,53,north,bank,2161.27,2,0,0
C001549,5.74,23,north,bank,1629.22,1,0,0
C001550,1.68,30,south,agent,4728.33,2,0,0
C001551,7.27,38,north,agent,2652.82,2,1,0
C001552,6.11,42,south,agent,2000.22,2,0,0
C001553,2.39,68,east,agent,3223.31,4,0,1
C001554,8.02,49,north,broker,2931.03,4,0,0
C001555,10.73,36,north,agent,3697.32,2,0,0
C001556,1.41,65,west,agent,4717.45,4,0,0
C001557,8.24,36,west,direct,3400.68,3,0,0
C001558,1.38,25,south,agent,2486.9,2,0,0
C001559,0.9,54,west,agent,1034.23,4,0,0
C001560,3.59,51,west,agent,9484.95,3,0,0
C001561,3.15,30,east,bank,5666.62,1,0,0
C001562,4.08,49,west,broker,3287.7,3,0,0
C001563,2.68,34,south,direct,7344.53,0,0,0
C001564,0.84,51,west,bank,5983.46,4,0,0
C001565,7.7,45,north,broker,4209.45,2,0,0
C001566,6.17,64,east,agent,5268.71,4,0,1
C001567,4.86,34,south,broker,4075.93,4,0,0
C001568,4.1,65,south,direct,2310.68,5,1,0
C001569,11.12,24,south,agent,4470.82,1,0,0
C001570,7.51,42,north,agent,2174.61,2,0,0
C001571,7.33,42,south,bank,2187.49,2,0,0
C001572,6.54,53,south,direct,3358.97,3,0,0
C001573,9.96,37,west,agent,5802.71,3,0,0
C001574,0.92,30,east,agent,6267.47,1,0,0
C001575,1.63,49,west,agent,22527.34,3,0,0
C001576,3.99,71,east,bank,7418.42,2,0,0
C001577,1.52,40,east,agent,2286.77,2,0,0
C001578,8.83,40,north,agent,1984.74,5,0,0
C001579,6.27,40,south,bank,2984.23,1,0,0
C001580,3.36,41,south,broker,2616.66,2,0,0
C001581,2.28,52,east,bank,4748.16,3,0,0
C001582,4.54,65,north,bank,4441.46,1,1,0
C001583,4.96,57,north,agent,15557.89,1,0,0
C001584,0.65,28,west,agent,2147.13,0,0,0
C001585,5.15,49,east,agent,2549.97,1,0,0
C001586,4.69,61,north,direct,2233.97,0,1,0
C001587,6.67,45,south,agent,5244.63,3,0,1
C001588,2.65,49,west,agent,4823.34,1,0,0
C001589,2.43,52,east,broker,1377.09,0,0,0
C001590,2.95,60,east,bank,1754.38,1,0,0
C001591,5.53,38,west,agent,3907.01,4,0,0
C001592,15.97,54,north,broker,5295.95,2,0,0
C001593,2.34,62,east,direct,10476.53,2,0,0
C001594,18.37,25,north,agent,1415.33,2,1,0
C001595,7.31,33,north,broker,2210.77,3,0,0
C001596,3.38,42,west,bank,1645.13,2,0,0
C001597,0.76,37,east,bank,3149.03,2,0,0
C001598,1.37,24,west,agent,1522.03,1,0,0
C001599,1.9,38,west,broker,2524.77,3,0,0
C001600,1.99,46,east,agent,3145.38,2,0,0
C001601,5.79,31,north,bank,3392.61,3,0,0
C001602,4.47,25,west,direct,964.78,2,0,0
C001603,2.39,27,west,broker,6744.34,2,1,0
C001604,4.03,32,west,agent,11940.34,1,0,0
C001605,7.74,46,east,direct,5214.18,2,0,0
C001606,3.38,48,south,direct,1996.35,2,1,0
C001607,8.14,28,south,direct,6596.87,4,0,1
C001608,7.38,69,south,broker,4972.13,1,0,0
C001609,10.48,45,west,agent,2338.83,1,0,0
C001610,8.46,53,south,direct,5723.71,2,0,0
C001611,8.43,52,south,agent,2702.5,1,1,0
C001612,3.49,52,north,agent,2226.23,2,1,0
C001613,6.59,25,north,broker,4327.54,4,0,0
C001614,3.65,49,east,bank,4486.91,1,0,0
C001615,4.17,43,north,agent,2700.56,2,0,1
C001616,7.39,27,west,bank,1431.31,2,0,0
C001617,2.6,30,west,agent,8223.58,2,1,0
C001618,9.92,36,north,agent,5225.97,2,1,0
C001619,2.48,65,east,bank,3559.59,3,0,0
C001620,6.22,58,west,agent,5895.49,3,0,0
C001621,13.27,47,north,agent,8390.32,1,0,0
C001622,6.01,47,east,direct,2869.54,1,0,0
C001623,3.81,52,south,agent,4746.16,2,0,0
C001624,3.79,43,north,broker,9584.0,3,1,0
C001625,2.64,24,east,agent,2330.94,2,1,0
C001626,4.68,31,south,agent,1595.91,3,1,1
C001627,11.94,53,west,agent,1776.38,1,0,0
C001628,2.8,41,west,agent,1851.28,0,0,1
C001629,4.04,47,south,bank,6374.08,1,0,0
C001630,2.97,32,west,bank,1431.89,0,0,0
C001631,9.45,54,south,bank,15794.13,1,0,0
C001632,1.79,39,west,direct,2997.12,1,0,0
C001633,12.32,57,north,bank,3229.37,1,1,1
C001634,13.06,50,north,agent,4275.11,2,0,0
C001635,4.15,32,south,direct,1285.16,4,0,0
C001636,5.43,61,south,agent,4447.72,4,0,0
C001637,3.84,32,south,direct,3987.89,2,1,1
C001638,5.06,33,south,agent,8079.49,2,0,1
C001639,2.8,41,east,agent,3297.48,3,1,0
C001640,1.19,39,west,direct,9942.42,1,0,1
C001641,9.16,62,south,bank,3397.86,2,0,0
C001642,3.29,43,west,bank,2799.35,1,0,0
C001643,6.04,56,south,agent,4878.69,2,0,0
C001644,10.84,46,north,agent,3357.3,2,0,0
C001645,7.76,38,east,agent,4265.43,1,0,0
C001646,0.44,25,south,agent,8889.37,4,0,0
C001647,5.26,18,south,bank,8115.83,3,0,0
C001648,10.18,40,east,bank,1964.08,1,0,0
C001649,16.34,43,south,broker,3041.21,2,0,0
C001650,5.64,31,south,bank,6427.67,3,0,0
C001651,3.86,29,north,agent,3145.74,0,0,0
C001652,2.67,38,east,broker,3223.46,3,0,0
C001653,16.49,62,north,direct,2988.4,2,1,0
C001654,6.45,19,west,direct,6497.96,1,0,0
C001655,4.44,44,north,broker,7094.05,2,0,0
C001656,0.72,29,east,bank,5943.85,4,0,1
C001657,5.29,55,east,broker,4797.82,0,0,0
C001658,10.77,55,east,agent,3396.31,2,1,0
C001659,4.43,53,west,agent,2710.79,2,0,0
C001660,6.88,30,south,agent,1929.36,1,0,0
C001661,8.6,57,north,direct,7695.28,2,1,0
C001662,10.73,27,south,direct,6419.28,1,1,0
C001663,8.39,42,north,direct,2959.17,0,0,0
C001664,18.53,26,north,broker,18189.1,2,1,0
C001665,13.56,54,south,agent,3212.11,2,1,0
C001666,1.75,37,west,direct,5566.9,3,0,0
C001667,1.78,37,east,agent,3398.97,5,1,0
C001668,1.26,43,south,direct,5527.53,3,0,0
C001669,6.3,58,north,direct,14079.66,1,0,0
C001670,0.48,57,east,direct,2925.06,1,0,0
C001671,4.09,43,north,direct,3879.95,2,0,0
C001672,3.5,46,east,agent,4718.4,3,0,0
C001673,7.05,45,north,bank,3418.28,6,0,0
C001674,11.75,41,north,broker,2245.74,4,0,0
C001675,4.51,27,north,direct,2178.58,6,0,0
C001676,12.79,55,south,agent,991.6,1,1,0
C001677,3.09,31,west,broker,4969.62,1,0,0
C001678,11.78,52,south,broker,10597.35,1,0,0
C001679,9.52,62,south,agent,1173.42,4,0,0
C001680,6.6,24,north,bank,6399.27,5,0,1
C001681,5.73,46,east,broker,2109.3,2,0,0
C001682,4.56,34,south,agent,3236.53,2,0,0
C001683,10.1,46,north,bank,7444.24,2,0,0
C001684,6.18,47,north,broker,1817.69,0,0,0
C001685,2.57,37,east,agent,6270.41,2,0,1
C001686,2.73,54,south,bank,1047.87,2,0,0
C001687,12.6,76,west,agent,3816.08,4,1,0
C001688,3.47,29,east,agent,5011.25,1,0,0
C001689,4.63,46,south,bank,3562.11,0,0,0
C001690,7.77,39,south,agent,2679.64,2,0,0
C001691,4.32,38,east,agent,3532.41,4,0,0
C001692,1.13,57,east,direct,4221.38,4,0,1
C001693,2.59,29,east,broker,6500.49,2,0,0
C001694,9.66,52,south,bank,4804.47,0,0,1
C001695,2.63,41,west,agent,4137.2,1,0,0
C001696,0.36,56,south,bank,3537.58,5,0,0
C001697,7.24,47,north,broker,3411.96,2,0,0
C001698,7.72,37,north,agent,5357.9,3,0,0
C001699,13.44,37,south,direct,5622.32,1,0,0
C001700,4.19,23,north,agent,1307.29,5,0,0
C001701,10.08,77,west,agent,1909.5,4,0,0
C001702,9.08,55,north,bank,1026.49,0,0,0
C001703,6.56,56,east,agent,3057.26,4,1,0
C001704,9.15,32,south,bank,1765.58,2,0,0
C001705,8.45,44,west,direct,1168.12,3,0,0
C001706,8.51,70,west,agent,5344.29,3,0,0
C001707,2.82,62,west,agent,4934.3,3,0,0
C001708,3.75,44,north,agent,1711.36,1,0,1
C001709,4.35,47,north,direct,2323.77,5,0,0
C001710,5.53,43,south,agent,5279.93,2,0,0
C001711,7.4,20,north,agent,2010.33,1,0,0
C001712,0.79,67,east,agent,6892.58,5,1,0
C001713,2.24,59,west,agent,3648.94,2,0,0
C001714,3.52,47,east,agent,4074.83,4,0,0
C001715,9.32,61,north,direct,11102.1,2,0,0
C001716,1.51,54,east,agent,2002.33,2,0,0
C001717,11.09,36,north,agent,1601.99,5,0,0
C001718,3.5,35,west,agent,8362.47,3,0,0
C001719,19.7,55,west,agent,4198.55,2,1,0
C001720,8.78,43,east,bank,8752.62,4,0,0
C001721,2.54,36,south,direct,4136.9,2,0,0
C001722,17.77,75,south,bank,2958.88,3,1,0
C001723,6.2,46,east,bank,3661.28,2,0,1
C001724,9.83,30,north,agent,4000.28,1,0,0
C001725,7.02,26,east,direct,1399.59,1,0,0
C001726,9.24,45,south,agent,2626.26,0,0,0
C001727,17.22,42,west,direct,2728.01,2,0,0
C001728,6.79,36,north,direct,4522.97,1,0,0
C001729,4.05,54,south,direct,4952.91,4,0,0
C001730,5.08,37,west,agent,6597.43,0,1,0
C001731,4.19,35,east,broker,2743.39,2,0,0
C001732,10.24,35,east,bank,1615.56,2,1,0
C001733,1.07,55,east,agent,1829.38,2,1,0
C001734,4.79,67,north,broker,9762.48,2,0,0
C001735,4.1,53,east,agent,4462.77,1,0,0
C001736,5.99,40,north,bank,2784.53,3,0,0
C001737,3.18,41,west,agent,4502.43,3,1,0
C001738,3.06,66,east,agent,2035.05,1,0,1
C001739,5.8,40,south,bank,4198.74,1,0,0
C001740,5.83,32,south,agent,4378.58,1,0,0
C001741,8.32,59,south,broker,3725.68,1,0,0
C001742,1.49,58,south,agent,4106.16,2,0,1
C001743,2.1,63,south,agent,2773.88,3,0,0
C001744,8.2,22,north,direct,5046.14,4,0,1
C001745,7.38,43,south,agent,2751.86,1,0,0
C001746,8.63,29,north,agent,7399.83,3,0,0
C001747,7.07,55,north,broker,4418.73,1,0,0
C001748,6.61,48,north,direct,2587.32,2,0,0
C001749,11.59,25,west,agent,3339.64,1,1,0
C001750,2.48,45,south,bank,9079.74,2,0,1
C001751,6.41,48,south,direct,1872.57,4,0,0
C001752,2.77,46,west,broker,1760.44,1,0,0
C001753,10.2,35,south,agent,4299.77,5,0,0
C001754,3.78,55,east,agent,1612.05,1,0,0
C001755,6.56,62,south,agent,6612.84,1,0,0
C001756,7.1,55,north,broker,3077.26,3,1,0
C001757,10.09,34,south,bank,1904.41,1,0,0
C001758,2.27,61,east,agent,5604.49,3,0,0
C001759,12.59,51,north,agent,4502.81,1,0,0
C001760,2.66,63,east,direct,3747.97,2,0,0
C001761,4.09,42,north,bank,7831.7,1,0,1
C001762,5.68,47,west,direct,2109.26,2,0,1
C001763,2.68,52,south,agent,1318.57,3,0,0
C001764,1.45,49,east,direct,2800.21,3,0,0
C001765,6.8,57,north,direct,7899.29,0,0,1
C001766,6.58,56,north,agent,2572.27,4,0,0
C001767,5.32,49,west,agent,7619.46,6,0,0
C001768,7.19,18,west,direct,2283.44,2,1,0
C001769,2.52,40,south,direct,3129.87,6,0,0
C001770,0.41,35,west,direct,2705.72,3,1,0
C001771,5.13,47,east,direct,11846.45,1,0,0
C001772,9.36,54,north,bank,3551.89,3,0,0
C001773,4.31,34,east,agent,6210.05,3,0,0
C001774,5.46,59,west,bank,2518.27,3,0,0
C001775,10.28,21,north,bank,2212.08,0,0,0
C001776,3.44,37,west,bank,1188.74,0,1,0
C001777,5.29,54,south,direct,3474.96,1,0,0
C001778,2.1,33,south,bank,4549.09,1,0,0
C001779,3.8,43,west,broker,1130.5,5,1,0
C001780,10.36,48,east,bank,2015.64,4,0,0
C001781,6.62,39,west,direct,4832.48,0,0,0
C001782,14.05,21,south,bank,1367.34,3,0,0
C001783,4.12,44,west,agent,5840.84,4,0,1
C001784,3.2,38,south,agent,6228.07,5,1,0
C001785,5.15,43,east,agent,3113.11,1,0,0
C001786,5.61,49,west,bank,3189.75,2,0,0
C001787,10.63,43,north,agent,3240.75,1,0,0
C001788,3.01,26,south,bank,2515.71,1,0,0
C001789,1.81,38,west,agent,13842.11,2,0,0
C001790,2.51,67,west,broker,4240.0,2,0,0
C001791,9.42,42,south,direct,2905.39,1,0,0
C001792,15.15,52,east,broker,7487.97,3,0,0
C001793,3.71,63,east,bank,3355.58,2,0,0
C001794,8.11,22,north,direct,1134.05,3,0,0
C001795,11.43,42,south,agent,9765.22,2,0,0
C001796,5.66,35,south,agent,5816.49,2,0,0
C001797,8.99,30,north,agent,6858.15,2,0,0
C001798,0.89,37,west,direct,4329.91,2,0,0
C001799,3.72,18,north,bank,1131.26,2,0,0
C001800,2.22,61,east,agent,8279.51,4,0,0
C001801,2.61,32,south,agent,4784.82,2,0,0
C001802,6.07,35,north,agent,1733.45,3,0,0
C001803,13.53,37,east,agent,3269.22,2,1,0
C001804,8.33,36,east,bank,860.62,1,0,0
C001805,1.9,34,east,bank,2674.61,2,0,0
C001806,5.73,18,west,agent,3964.87,1,0,0
C001807,10.43,50,west,broker,4966.52,1,1,0
C001808,5.78,51,north,agent,1893.33,1,0,0
C001809,1.08,55,east,agent,2695.33,1,0,0
C001810,4.59,51,south,agent,3318.03,1,1,0
C001811,0.58,26,south,direct,7620.73,3,0,1
C001812,6.24,22,west,agent,3049.98,2,1,0
C001813,1.65,31,south,direct,3700.85,2,0,0
C001814,7.33,23,east,agent,1889.94,1,0,0
C001815,2.11,52,west,agent,8813.83,2,0,0
C001816,0.72,26,west,agent,4275.79,2,0,0
C001817,10.99,46,north,agent,6727.65,1,0,0
C001818,2.62,39,east,agent,1897.39,7,0,1
C001819,2.37,58,south,bank,7699.64,2,0,0
C001820,4.85,32,west,agent,9243.29,0,0,0
C001821,11.84,19,north,direct,1417.35,4,0,0
C001822,5.17,40,west,agent,9347.87,4,0,0
C001823,3.05,39,west,agent,2760.94,2,0,1
C001824,2.29,44,south,agent,13303.86,4,0,0
C001825,9.34,24,east,direct,1862.73,4,0,0
C001826,10.26,22,east,direct,9036.78,3,0,0
C001827,3.58,33,east,broker,4371.19,1,0,0
C001828,1.48,40,east,bank,5131.45,1,0,0
C001829,14.55,76,south,agent,2583.14,1,1,0
C001830,2.29,50,south,agent,4720.59,3,0,0
C001831,1.82,48,west,direct,2463.13,2,0,0
C001832,5.02,31,east,agent,4936.93,1,0,0
C001833,9.86,53,north,bank,3522.49,2,0,0
C001834,5.89,41,south,agent,3860.52,1,0,0
C001835,4.48,48,east,direct,1672.8,1,0,0
C001836,1.35,23,east,direct,5137.07,2,0,0
C001837,0.87,77,west,agent,3471.6,1,1,0
C001838,15.0,55,west,agent,11206.37,1,1,0
C001839,7.95,33,north,direct,4325.01,4,0,1
C001840,7.02,61,west,broker,6651.28,3,0,0
C001841,2.38,34,west,agent,4056.82,1,0,1
C001842,2.88,54,south,agent,10515.14,1,0,0
C001843,4.63,65,north,agent,3807.6,3,1,0
C001844,8.8,42,east,direct,2894.65,3,0,0
C001845,8.45,21,west,broker,2341.12,2,0,0
C001846,2.26,44,south,broker,2769.97,3,0,1
C001847,9.34,43,east,agent,1899.79,3,0,0
C001848,7.7,56,east,direct,843.94,0,0,0
C001849,3.87,56,west,direct,1764.94,2,1,0
C001850,4.41,40,west,agent,6137.3,6,0,1
C001851,1.81,53,west,agent,4490.6,2,0,0
C001852,15.19,22,north,broker,7589.05,1,0,0
C001853,6.76,36,east,bank,1475.1,2,0,0
C001854,0.63,51,west,bank,5732.84,3,0,0
C001855,3.63,40,west,broker,3965.25,5,0,0
C001856,1.54,46,west,agent,2507.33,2,0,0
C001857,11.71,43,west,direct,1705.72,3,1,0
C001858,1.84,34,east,bank,3521.7,1,0,1
C001859,4.88,54,north,agent,5508.6,1,0,0
C001860,7.17,32,south,bank,3868.34,2,0,0
C001861,3.27,48,east,agent,3499.55,3,0,0
C001862,3.3,57,west,broker,10177.56,1,0,0
C001863,12.19,51,east,agent,3975.36,2,0,0
C001864,1.94,65,west,bank,4559.25,2,0,0
C001865,11.61,26,west,direct,4078.69,1,0,0
C001866,3.93,39,south,agent,5865.01,0,1,0
C001867,2.2,29,west,direct,5411.49,0,0,0
C001868,4.38,42,east,bank,7537.04,3,0,0
C001869,9.87,31,north,agent,1679.5,1,1,0
C001870,4.41,68,north,agent,2742.29,2,1,0
C001871,5.32,48,west,agent,1624.5,0,0,0
C001872,7.0,29,west,agent,1891.39,4,0,0
C001873,5.33,28,north,direct,995.29,1,0,0
C001874,1.8,40,east,broker,5454.62,0,0,0
C001875,7.36,29,north,direct,5790.63,4,0,0
C001876,1.46,38,west,bank,3470.88,4,0,0
C001877,15.81,33,north,agent,4753.7,0,0,0
C001878,3.37,49,west,direct,4320.45,2,0,0
C001879,4.28,46,north,direct,1877.19,1,0,0
C001880,7.84,48,east,agent,3713.85,1,0,0
C001881,7.56,46,east,direct,3331.17,1,0,0
C001882,9.48,58,south,bank,16574.64,2,1,0
C001883,4.15,48,west,direct,4641.58,4,0,0
C001884,6.16,47,east,broker,3369.13,6,0,0
C001885,4.13,71,south,bank,1772.03,2,0,0
C001886,12.24,41,north,direct,17690.73,1,0,0
C001887,5.61,40,west,agent,7724.04,2,1,0
C001888,3.02,72,west,direct,1927.74,2,1,0
C001889,1.84,57,east,agent,4018.66,1,0,0
C001890,2.71,40,west,broker,8086.31,2,0,0
C001891,2.77,32,east,broker,2717.87,3,0,0
C001892,3.21,50,east,broker,2140.0,4,0,0
C001893,1.87,39,south,direct,3449.3,2,0,1
C001894,4.2,64,west,agent,1849.14,4,0,0
C001895,6.95,35,east,bank,2861.86,3,0,0
C001896,2.03,40,east,agent,2575.25,2,0,0
C001897,6.34,42,north,broker,6256.43,4,1,0
C001898,8.13,60,east,direct,4065.25,3,0,0
C001899,3.11,44,east,direct,3248.45,1,0,0
C001900,5.5,50,east,direct,2561.94,5,0,0
C001901,8.77,62,east,broker,2190.24,3,0,0
C001902,2.88,24,west,agent,11214.5,0,0,0
C001903,6.11,38,north,agent,3625.05,2,0,0
C001904,5.55,28,north,agent,5894.38,2,0,0
C001905,7.5,46,north,bank,3070.33,2,0,0
C001906,3.59,44,east,agent,1230.37,0,0,0
C001907,2.46,45,east,bank,3779.77,1,1,0
C001908,4.72,33,south,direct,1693.56,1,0,0
C001909,3.96,27,east,direct,5211.55,2,0,0
C001910,16.0,57,north,agent,5673.21,2,1,0
C001911,2.34,59,south,direct,2069.56,0,0,0
C001912,2.99,69,south,agent,5037.81,2,0,0
C001913,0.91,37,west,agent,8514.34,1,0,0
C001914,3.63,22,east,direct,6915.98,1,0,0
C001915,4.58,32,west,direct,2016.51,2,0,0
C001916,11.78,33,north,bank,5327.24,3,0,0
C001917,3.54,30,west,agent,2394.74,1,0,0
C001918,2.21,42,south,bank,7919.79,0,0,0
C001919,8.32,44,east,agent,3919.55,4,1,1
C001920,3.95,47,south,agent,2568.52,0,0,0
C001921,6.6,42,north,direct,6338.94,2,0,0
C001922,2.53,47,south,bank,2586.22,2,0,0
C001923,3.89,33,north,agent,11736.46,2,0,0
C001924,2.86,27,west,direct,4979.94,2,0,1
C001925,4.65,37,east,direct,3375.69,6,0,0
C001926,2.74,66,east,bank,2008.23,0,0,0
C001927,11.27,55,west,agent,1956.47,2,0,0
C001928,5.31,49,south,agent,4475.47,2,0,0
C001929,4.48,25,east,broker,4283.07,1,0,0
C001930,5.98,51,south,direct,1820.44,1,0,0
C001931,2.9,48,west,agent,9531.09,1,0,0
C001932,0.52,35,west,direct,2439.09,1,0,0
C001933,4.79,38,south,broker,2540.32,1,1,0
C001934,4.23,47,east,broker,5327.25,1,0,0
C001935,6.63,58,east,direct,5759.2,3,1,1
C001936,1.66,47,south,direct,2384.15,1,0,0
C001937,2.24,19,east,broker,3733.87,1,0,0
C001938,1.77,29,south,agent,5131.56,3,1,0
C001939,9.59,69,north,bank,5236.8,1,0,0
C001940,8.84,56,east,agent,5481.16,3,1,0
C001941,1.15,48,west,agent,5645.17,2,0,0
C001942,1.61,48,west,agent,1372.75,1,0,0
C001943,2.57,43,east,agent,3482.93,2,0,0
C001944,3.6,31,east,agent,3978.32,4,0,1
C001945,4.9,44,north,broker,1850.37,1,0,0
C001946,5.75,23,east,bank,1094.49,1,0,0
C001947,5.73,67,west,bank,2739.25,2,0,0
C001948,4.78,37,south,bank,6862.06,2,0,0
C001949,8.18,22,north,direct,3215.02,1,1,0
C001950,0.69,50,south,direct,2710.31,2,0,0
C001951,4.0,35,east,agent,8310.83,3,1,0
C001952,2.38,41,west,bank,5851.06,3,0,0
C001953,3.51,49,east,direct,6804.59,7,0,0
C001954,1.17,42,east,direct,4328.31,2,0,0
C001955,2.75,44,east,bank,2291.68,3,0,0
C001956,3.89,46,north,bank,6652.8,3,0,1
C001957,1.58,67,east,bank,4951.61,1,0,0
C001958,19.47,21,east,agent,2261.01,1,1,0
C001959,9.14,39,east,bank,2964.6,3,0,0
C001960,8.09,54,east,agent,5183.47,0,0,0
C001961,0.56,44,west,agent,6678.86,1,0,0
C001962,5.23,67,north,agent,5738.05,2,1,0
C001963,3.39,55,east,agent,2181.94,1,0,0
C001964,2.81,35,south,agent,3653.91,2,0,0
C001965,11.47,60,north,bank,4096.59,0,1,0
C001966,8.57,60,east,bank,1435.98,1,0,0
C001967,1.08,33,south,agent,3690.79,2,0,0
C001968,4.17,38,south,agent,9701.9,3,0,0
C001969,4.81,65,east,bank,5597.7,0,0,0
C001970,1.85,39,south,agent,10099.74,0,0,0
C001971,3.7,53,north,direct,5038.67,2,0,0
C001972,2.29,52,east,bank,11436.16,1,0,0
C001973,27.08,61,north,bank,5005.97,3,0,0
C001974,6.61,22,north,bank,1109.72,0,0,0
C001975,4.52,40,north,direct,1534.03,1,0,0
C001976,0.66,53,west,broker,1944.19,1,0,0
C001977,7.03,46,south,agent,2045.81,0,1,0
C001978,3.89,85,south,bank,3997.74,1,0,0
C001979,4.43,53,north,broker,8074.46,2,0,0
C001980,3.77,24,west,agent,6550.07,2,0,0
C001981,9.42,36,north,agent,3731.65,2,1,0
C001982,11.71,56,east,bank,2930.97,1,0,0
C001983,3.3,18,west,agent,2690.91,1,0,0
C001984,5.95,55,north,agent,4340.96,2,0,0
C001985,3.8,29,north,agent,5644.9,2,0,0
C001986,17.98,64,south,broker,2642.54,4,1,0
C001987,2.74,51,west,agent,5411.79,4,0,0
C001988,3.87,64,east,agent,2081.58,3,0,0
C001989,8.14,34,north,agent,2549.35,0,1,0
C001990,14.13,61,north,direct,2917.36,1,0,0
C001991,0.66,45,west,bank,2893.28,1,0,0
C001992,5.48,33,west,agent,2686.53,4,0,0
C001993,0.9,30,west,agent,1697.73,1,0,0
C001994,2.92,54,east,direct,3387.35,0,0,0
C001995,14.13,35,north,agent,3916.46,0,1,0
C001996,8.31,48,north,agent,2939.13,3,1,0
C001997,2.55,30,west,agent,2468.7,3,1,0
C001998,8.98,56,north,direct,3453.51,1,0,0
C001999,2.33,38,west,agent,5118.48,2,1,0
C002000,11.99,34,west,direct,4252.55,3,1,0
C002001,15.1,47,south,bank,1559.27,3,1,0
C002002,9.38,50,west,direct,5617.7,1,0,0
C002003,9.56,44,north,broker,3436.33,0,0,0
C002004,1.81,32,south,agent,2797.39,0,0,0
C002005,4.4,40,north,bank,6979.73,4,0,1
C002006,7.53,48,north,bank,1993.39,1,0,0
C002007,5.44,36,north,broker,9726.35,0,1,0
C002008,2.43,28,east,agent,6588.43,1,0,0
C002009,4.51,31,east,bank,4707.3,1,0,0
C002010,6.12,48,east,bank,4049.18,1,1,1
C002011,21.55,55,north,agent,4338.71,2,0,0
C002012,8.69,34,east,bank,7390.81,3,0,0
C002013,6.39,42,north,agent,5033.1,3,0,0
C002014,10.75,52,west,agent,1506.58,1,1,0
C002015,7.8,38,west,bank,2350.5,0,0,0
C002016,3.09,49,west,agent,13236.68,3,0,0
C002017,15.77,59,north,direct,2353.83,2,0,0
C002018,4.75,64,east,bank,4782.58,2,0,0
C002019,3.36,44,west,bank,5576.16,0,0,0
C002020,6.05,37,south,direct,6310.5,1,0,0
C002021,10.01,43,west,broker,5353.62,4,0,0
C002022,3.05,46,west,agent,4297.3,0,0,0
C002023,7.53,46,south,direct,6853.11,1,0,1
C002024,4.42,73,west,agent,2779.18,1,0,0
C002025,4.25,40,east,bank,2677.66,2,0,0
C002026,8.8,53,east,agent,4472.02,1,0,0
C002027,6.64,48,west,agent,4521.48,0,0,0
C002028,3.78,39,west,agent,3786.83,4,0,0
C002029,4.5,59,north,broker,5908.31,1,0,0
C002030,2.3,33,west,bank,2363.93,3,0,0
C002031,2.88,19,south,broker,2150.86,1,0,0
C002032,5.4,61,south,agent,5238.18,1,1,0
C002033,3.42,40,north,direct,3675.51,1,0,0
C002034,6.27,30,north,direct,3286.55,0,0,0
C002035,5.75,39,east,direct,2235.54,2,0,0
C002036,10.36,25,north,agent,1944.15,1,0,0
C002037,9.61,68,east,direct,7493.65,2,0,0
C002038,6.61,23,north,direct,3515.05,3,0,0
C002039,3.88,36,north,agent,2549.62,2,1,0
C002040,4.74,30,north,agent,3964.27,3,0,0
C002041,13.93,37,north,broker,6865.92,1,0,0
C002042,0.75,57,south,bank,6617.08,1,0,0
C002043,5.11,63,west,direct,4965.81,1,0,0
C002044,6.3,51,south,direct,1914.71,2,0,0
C002045,8.1,60,west,broker,1899.72,2,0,0
C002046,5.75,55,west,direct,9563.61,3,1,0
C002047,9.54,39,east,direct,4356.81,1,1,0
C002048,1.26,43,south,broker,2198.99,1,0,0
C002049,12.39,39,east,bank,3559.97,2,0,0
C002050,5.94,61,north,agent,2284.02,0,1,0
C002051,7.66,55,west,bank,3436.6,1,0,0
C002052,9.84,44,north,direct,4774.47,2,0,0
C002053,0.1,27,west,agent,1960.6,3,0,0
C002054,2.45,18,east,direct,8463.25,3,0,0
C002055,5.7,20,east,broker,3019.71,1,0,0
C002056,6.96,50,north,bank,9698.1,2,0,0
C002057,4.47,48,north,bank,4167.23,3,0,1
C002058,2.08,41,east,direct,2728.82,3,0,0
C002059,3.44,55,west,direct,1869.08,0,0,0
C002060,4.06,35,south,agent,2050.27,3,1,1
C002061,3.69,32,east,agent,3203.81,2,0,0
C002062,5.34,41,south,broker,1612.5,2,1,0
C002063,0.06,53,east,direct,2538.72,1,1,0
C002064,1.66,74,west,direct,3320.95,0,1,0
C002065,4.41,31,west,direct,1888.16,3,0,0
C002066,0.65,41,west,broker,1745.68,1,0,0
